filename,timestamp,value,label
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T16:26:37Z,29.4375,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T16:31:37Z,28.5625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T16:36:37Z,21.8125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T16:41:37Z,19.875,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T16:46:37Z,20.625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T16:51:37Z,19.6875,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T16:56:37Z,20.125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:01:37Z,19.9375,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:06:37Z,20.75,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:11:37Z,21.0625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:16:37Z,20.3125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:21:37Z,20.625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:26:37Z,21,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:31:37Z,21.3125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:36:37Z,21.3125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:41:37Z,21.75,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:46:37Z,21.75,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:51:37Z,20.4375,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T17:56:37Z,20.1875,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:01:37Z,20.0625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:06:37Z,21.6875,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:11:37Z,21.0625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:16:37Z,21.25,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:21:37Z,21.0625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:26:37Z,21.3125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:31:37Z,21.375,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:36:37Z,21.5625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:41:37Z,21.125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:46:37Z,21.3125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:51:37Z,20.25,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T18:56:37Z,18.875,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:01:37Z,19.625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:06:37Z,19.625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:11:37Z,19.5625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:16:37Z,18.4375,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:21:37Z,18.75,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:26:37Z,18.125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:31:37Z,17.75,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:36:37Z,17.875,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:41:37Z,17.25,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:46:37Z,17.125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:51:37Z,16.875,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T19:56:37Z,17,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:01:37Z,16.625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:06:37Z,16.3125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:11:37Z,16.5,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:16:37Z,16.125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:21:37Z,16.1875,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:26:37Z,16.0625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:31:37Z,16.0625,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:36:37Z,15.9375,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:41:37Z,16,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:46:37Z,16,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:51:37Z,15.8125,0
5c3cb83d-0000-0000-0000-CC78AB6E07CA,2019-01-14T20:56:37Z,15.3125,0
